Year,Box Office Collection,IMDB Rating,metascore,time_minute,Target,Imdb_genre_Comedy,Imdb_genre_Drama,Imdb_genre_Horror,Imdb_genre_Sci-Fi,Imdb_genre_Thriller
1985,17307019.0,73.0,81.0,116.0,Crowd Pleaser,False,True,False,False,False
2008,998615789.0,90.0,84.0,152.0,Capolavoro Universale,False,True,False,False,False
2011,630163454.0,73.0,66.0,130.0,Crowd Pleaser,False,False,False,False,True
1987,120192350.0,78.0,70.0,44.0,Crowd Pleaser,True,False,False,False,False
1996,336069511.0,74.0,58.0,136.0,Crowd Pleaser,False,False,False,False,True
1987,242981799.0,76.0,67.0,102.0,Capolavoro Universale,False,False,False,True,False
2017,69679794.5,74.0,75.0,122.0,Capolavoro Universale,False,False,False,False,True
2006,594420283.0,50.0,48.0,131.0,Gemma della Critica,True,False,False,False,False
2017,227250102.0,76.0,86.0,113.0,Capolavoro Universale,False,True,False,False,False
2014,69679794.5,79.0,71.0,150.0,Crowd Pleaser,False,False,False,False,True
1973,21485066.0,76.0,83.0,102.0,Capolavoro Universale,False,True,False,False,False
1985,35078864.0,67.0,51.0,90.0,Flop,False,False,False,False,True
1982,125212904.0,77.0,61.0,93.0,Capolavoro Universale,False,False,False,False,True
1984,78019031.0,81.0,84.0,107.0,Capolavoro Universale,False,False,False,True,False
2000,456435588.0,85.0,67.0,155.0,Crowd Pleaser,False,True,False,False,False
2003,69679794.5,82.0,69.0,111.0,Crowd Pleaser,False,True,False,False,False
1994,69679794.5,74.0,70.0,108.0,Crowd Pleaser,False,False,False,False,True
1994,283200000.0,73.0,78.0,116.0,Capolavoro Universale,False,False,False,False,True
2014,76010510.0,74.0,68.0,101.0,Capolavoro Universale,False,False,False,False,True
2000,213514672.0,79.0,94.0,120.0,Capolavoro Universale,False,False,False,False,False
1987,98267558.0,78.0,45.0,107.0,Crowd Pleaser,False,False,False,True,False
2007,444043396.0,80.0,85.0,115.0,Capolavoro Universale,False,False,False,False,True
1990,261399830.0,75.0,57.0,113.0,Crowd Pleaser,False,False,False,True,False
1995,187433328.0,83.0,76.0,170.0,Capolavoro Universale,False,True,False,False,False
2011,69679794.5,76.0,73.0,101.0,Capolavoro Universale,False,False,False,False,True
1986,183300764.0,84.0,84.0,137.0,Capolavoro Universale,False,False,False,True,False
1999,465974198.0,87.0,73.0,136.0,Capolavoro Universale,False,False,False,True,False
1991,515390883.0,86.0,75.0,137.0,Capolavoro Universale,False,False,False,True,False
1988,139434346.0,82.0,72.0,132.0,Capolavoro Universale,False,False,False,False,True
2015,367457874.0,81.0,90.0,120.0,Capolavoro Universale,False,False,False,True,False
1987,69679794.5,66.0,49.0,96.0,Flop,False,False,True,False,False
1985,69679794.5,67.0,57.0,116.0,Flop,False,False,True,False,False
1992,215862692.0,74.0,57.0,128.0,Crowd Pleaser,False,True,False,False,False
1987,14575148.0,69.0,57.0,94.0,Flop,False,False,True,False,False
2003,55518641.0,58.0,63.0,79.0,Flop,False,False,True,False,False
2007,57189408.0,54.0,70.0,42.0,Flop,False,True,False,False,False
2002,248218486.0,71.0,57.0,115.0,Flop,False,False,True,False,False
1979,69679794.5,66.0,72.0,89.0,Flop,False,False,True,False,False
2002,19947280.0,72.0,64.0,100.0,Crowd Pleaser,False,True,False,False,False
2002,58104.0,68.0,70.0,105.0,Flop,False,False,True,False,False
1982,69679794.5,61.0,77.0,91.0,Flop,True,False,False,False,False
2008,4294373.0,67.0,65.0,91.0,Flop,False,False,True,False,False
1992,77395789.0,59.0,72.0,91.0,Flop,False,False,True,False,False
2013,44115496.0,65.0,61.0,104.0,Flop,False,False,True,False,False
2005,69679794.5,62.0,71.0,93.0,Flop,False,False,False,True,False
1984,14600000.0,63.0,59.0,95.0,Flop,True,False,False,False,False
2007,69679794.5,67.0,70.0,82.0,Flop,True,False,False,False,False
1987,32396366.0,72.0,63.0,97.0,Crowd Pleaser,True,False,False,False,False
2019,3090713.0,60.0,64.0,108.0,Flop,False,True,False,False,False
2015,224743.0,59.0,58.0,89.0,Flop,False,False,True,False,False
2016,148806510.0,63.0,58.0,81.0,Flop,False,False,True,False,False
2019,69679794.5,70.0,73.0,94.0,Flop,False,False,True,False,False
1979,69679794.5,68.0,63.0,92.0,Flop,False,False,True,False,False
1971,69679794.5,66.0,63.0,112.0,Flop,False,False,True,False,False
1995,1125910.0,67.0,70.0,95.0,Flop,False,False,True,False,False
2011,26887177.0,65.0,66.0,95.0,Flop,False,False,True,False,False
1983,2120439.0,72.0,60.0,87.0,Crowd Pleaser,False,False,True,False,False
2009,13468951.0,71.0,73.0,134.0,Flop,False,True,False,False,False
1999,69679794.5,71.0,69.0,115.0,Flop,False,True,False,False,False
1988,9134733.0,72.0,86.0,116.0,Crowd Pleaser,False,True,False,False,False
1997,172363301.0,63.0,63.0,120.0,Flop,False,False,True,False,False
2007,131263370.0,68.0,64.0,104.0,Flop,False,False,True,False,False
2003,91055.0,71.0,65.0,114.0,Flop,False,True,False,False,False
2016,81831866.0,62.0,65.0,99.0,Flop,False,True,False,False,False
2008,69679794.5,65.0,54.0,93.0,Flop,False,False,True,False,False
2016,118763442.0,63.0,59.0,86.0,Flop,False,True,False,False,False
2000,8279017.0,69.0,71.0,92.0,Flop,False,False,True,False,False
2009,102812.0,63.0,73.0,95.0,Flop,False,False,True,False,False
2001,207765056.0,76.0,74.0,104.0,Crowd Pleaser,False,False,True,False,False
1990,16667084.0,71.0,65.0,96.0,Gemma della Critica,True,False,False,False,False
2014,69679794.5,63.0,74.0,77.0,Gemma della Critica,False,False,True,False,False
1962,69679794.5,71.0,70.0,78.0,Gemma della Critica,False,False,True,False,False
2007,194183034.0,63.0,68.0,86.0,Flop,False,False,True,False,False
2016,69679794.5,73.0,65.0,134.0,Crowd Pleaser,False,False,True,False,False
2000,572781.0,68.0,70.0,108.0,Gemma della Critica,False,True,False,False,False
2014,69679794.5,67.0,81.0,99.0,Flop,False,False,True,False,False
1973,106030660.0,60.0,58.0,118.0,Gemma della Critica,True,False,False,False,False
2017,313230.0,63.0,65.0,105.0,Gemma della Critica,False,True,False,False,False
2006,12930343.0,65.0,69.0,95.0,Gemma della Critica,True,False,False,False,False
1959,65090541.0,56.0,28.0,93.0,Gemma della Critica,False,False,True,False,False
1982,121706019.0,73.0,79.0,114.0,Capolavoro Universale,False,False,True,False,False
1982,27573078.0,82.0,57.0,109.0,Crowd Pleaser,False,False,True,False,False
1992,242623.0,75.0,54.0,104.0,Capolavoro Universale,True,False,False,False,False
2018,350122.0,67.0,63.0,105.0,Gemma della Critica,False,True,False,False,False
1976,69679794.5,76.0,71.0,126.0,Capolavoro Universale,False,False,False,False,True
2005,57051053.0,72.0,71.0,99.0,Capolavoro Universale,False,False,True,False,False
2016,188756.0,65.0,67.0,89.0,Gemma della Critica,True,False,False,False,False
1981,61968388.0,75.0,55.0,97.0,Capolavoro Universale,True,False,False,False,False
2019,71856239.0,73.0,59.0,152.0,Crowd Pleaser,False,True,False,False,False
1976,119295584.0,55.0,43.0,110.0,Gemma della Critica,False,True,False,False,False
2016,69679794.5,64.0,76.0,130.0,Gemma della Critica,False,False,True,False,False
2019,120405.0,60.0,64.0,96.0,Gemma della Critica,True,False,False,False,False
2019,91799500.0,61.0,60.0,87.0,Flop,False,False,True,False,False
1973,428214478.0,79.0,70.0,45.0,Crowd Pleaser,False,True,False,False,False
2015,354836.0,66.0,74.0,100.0,Gemma della Critica,False,True,False,False,False
2016,245909.0,65.0,73.0,108.0,Gemma della Critica,False,False,True,False,False
2017,69679794.5,62.0,70.0,102.0,Gemma della Critica,False,True,False,False,False
1971,69679794.5,71.0,70.0,94.0,Gemma della Critica,True,False,False,False,False
1978,69679794.5,74.0,70.0,30.0,Capolavoro Universale,True,False,False,False,False
1977,22144631.0,73.0,70.0,88.0,Capolavoro Universale,True,False,False,False,False
1986,69679794.5,70.0,80.0,83.0,Gemma della Critica,False,True,False,False,False
2007,69679794.5,74.0,74.0,105.0,Capolavoro Universale,False,True,False,False,False
1983,20766000.0,72.0,69.0,103.0,Capolavoro Universale,False,True,False,False,False
2015,475846.0,71.0,72.0,132.0,Gemma della Critica,False,True,False,False,False
1960,69679794.5,69.0,75.0,79.0,Gemma della Critica,False,False,True,False,False
1999,248300000.0,65.0,81.0,81.0,Gemma della Critica,False,False,True,False,False
2015,69679794.5,64.0,72.0,79.0,Gemma della Critica,False,False,True,False,False
2017,69679794.5,65.0,77.0,103.0,Gemma della Critica,False,True,False,False,False
2016,94100.0,59.0,71.0,88.0,Gemma della Critica,False,False,True,False,False
2015,104039.0,61.0,80.0,94.0,Gemma della Critica,False,False,True,False,False
1958,69679794.5,73.0,67.0,82.0,Capolavoro Universale,False,False,True,False,False
1985,40520649.0,64.0,64.0,106.0,Gemma della Critica,True,False,False,False,False
1973,37721827.0,75.0,87.0,88.0,Capolavoro Universale,False,False,True,False,False
2015,69679794.5,56.0,75.0,98.0,Gemma della Critica,False,False,True,False,False
1974,69679794.5,74.0,78.0,83.0,Capolavoro Universale,False,False,True,False,False
2013,317744402.0,75.0,68.0,112.0,Capolavoro Universale,False,False,True,False,False
1990,61166004.0,78.0,75.0,107.0,Capolavoro Universale,False,True,False,False,False
1960,8729915.0,73.0,77.0,77.0,Capolavoro Universale,False,False,True,False,False
2019,1067647.0,61.0,70.0,111.0,Gemma della Critica,False,False,True,False,False
2010,28270399.0,71.0,79.0,116.0,Gemma della Critica,False,True,False,False,False
2018,255416089.0,77.0,87.0,91.0,Crowd Pleaser,False,False,True,False,False
2011,6459183.0,66.0,75.0,88.0,Gemma della Critica,True,False,False,False,False
1977,7097971.0,73.0,87.0,89.0,Capolavoro Universale,False,False,True,False,False
2001,755249.0,74.0,78.0,106.0,Capolavoro Universale,False,True,False,False,False
2014,236863.0,67.0,76.0,107.0,Gemma della Critica,False,False,True,False,False
2015,69679794.5,57.0,65.0,84.0,Gemma della Critica,False,False,True,False,False
1925,153770052.0,72.0,40.0,143.0,Capolavoro Universale,False,True,False,False,False
1941,69679794.5,72.0,72.0,70.0,Capolavoro Universale,False,False,True,False,False
1978,103452875.0,73.0,59.0,101.0,Capolavoro Universale,False,False,True,False,False
1931,69679794.5,76.0,70.0,98.0,Capolavoro Universale,False,False,True,False,False
2017,957694.0,65.0,80.0,111.0,Gemma della Critica,False,True,False,False,False
2016,69679794.5,71.0,71.0,88.0,Gemma della Critica,False,False,True,False,False
1985,2023000.0,72.0,73.0,84.0,Capolavoro Universale,True,False,False,False,False
2009,102236596.0,76.0,73.0,88.0,Capolavoro Universale,True,False,False,False,False
2017,19720203.0,62.0,78.0,91.0,Gemma della Critica,False,True,False,False,False
1980,45604239.0,84.0,66.0,146.0,Crowd Pleaser,False,True,False,False,False
1931,21000000.0,68.0,70.0,270.0,Gemma della Critica,False,True,False,False,False
1975,69679794.5,75.0,89.0,127.0,Capolavoro Universale,False,False,True,False,False
1986,37585259.0,76.0,79.0,96.0,Capolavoro Universale,False,True,False,False,False
1984,117729621.0,52.0,35.0,95.0,Gemma della Critica,False,True,False,False,False
2006,64477051.0,71.0,85.0,120.0,Gemma della Critica,False,True,False,False,False
2016,69679794.5,76.0,73.0,118.0,Capolavoro Universale,False,False,True,False,False
1933,69679794.5,74.0,70.0,70.0,Capolavoro Universale,False,False,True,False,False
1977,7023292.0,67.0,64.0,152.0,Gemma della Critica,False,True,False,False,False
2016,281063.0,62.0,82.0,120.0,Gemma della Critica,True,False,False,False,False
2019,69679794.5,60.0,65.0,83.0,Gemma della Critica,False,False,True,False,False
1978,24946533.0,74.0,75.0,115.0,Capolavoro Universale,False,False,True,False,False
1961,69679794.5,70.0,77.0,117.0,Gemma della Critica,False,True,False,False,False
2009,69679794.5,66.0,73.0,84.0,Gemma della Critica,False,False,True,False,False
2016,3151960.0,70.0,81.0,99.0,Gemma della Critica,False,True,False,False,False
1981,29400000.0,74.0,71.0,85.0,Capolavoro Universale,False,False,True,False,False
1979,69679794.5,79.0,70.0,94.0,Capolavoro Universale,False,False,True,False,False
2017,69679794.5,64.0,75.0,78.0,Gemma della Critica,False,True,False,False,False
2015,3807503.0,70.0,79.0,95.0,Gemma della Critica,False,True,False,False,False
2019,46830824.0,71.0,72.0,148.0,Flop,False,True,False,False,False
1953,70064800.0,54.0,41.0,113.0,Gemma della Critica,False,False,True,False,False
2009,69679794.5,66.0,83.0,99.0,Gemma della Critica,False,False,True,False,False
2014,628020.0,69.0,81.0,101.0,Gemma della Critica,False,False,True,False,False
2020,69679794.5,65.0,72.0,93.0,Gemma della Critica,False,True,False,False,False
2019,56797392.0,68.0,64.0,95.0,Gemma della Critica,True,False,False,False,False
2017,69679794.5,69.0,76.0,83.0,Gemma della Critica,False,False,True,False,False
2018,1488186.0,71.0,70.0,15.0,Gemma della Critica,True,False,False,False,False
2017,701083042.0,68.0,70.0,192.0,Gemma della Critica,False,True,False,False,False
1973,69679794.5,72.0,95.0,110.0,Capolavoro Universale,False,True,False,False,False
1942,21000000.0,62.0,61.0,118.0,Gemma della Critica,False,False,True,False,False
1963,11436618.0,77.0,90.0,119.0,Capolavoro Universale,False,True,False,False,False
2016,69679794.5,74.0,81.0,156.0,Capolavoro Universale,False,True,False,False,False
1945,69679794.5,76.0,70.0,77.0,Capolavoro Universale,False,False,True,False,False
2016,151923.0,68.0,83.0,84.0,Gemma della Critica,False,False,True,False,False
2020,436536.0,65.0,73.0,57.0,Gemma della Critica,False,False,True,False,False
2016,108286422.0,72.0,76.0,103.0,Capolavoro Universale,False,True,False,False,False
1960,83957.0,76.0,70.0,101.0,Capolavoro Universale,False,False,True,False,False
2015,40438974.0,69.0,83.0,92.0,Gemma della Critica,False,True,False,False,False
2011,70683134.0,70.0,72.0,95.0,Gemma della Critica,False,False,True,False,False
1965,38090.0,76.0,91.0,105.0,Capolavoro Universale,False,False,True,False,False
1968,33396740.0,80.0,96.0,137.0,Capolavoro Universale,False,True,False,False,False
1991,275726716.0,86.0,85.0,118.0,Capolavoro Universale,False,True,False,False,False
1933,138996774.0,71.0,72.0,124.0,Gemma della Critica,False,True,False,False,False
1968,30087064.0,78.0,89.0,96.0,Capolavoro Universale,False,False,True,False,False
2014,23236296.0,68.0,83.0,100.0,Gemma della Critica,False,False,True,False,False
2008,69679794.5,79.0,82.0,114.0,Capolavoro Universale,False,True,False,False,False
2018,81263489.0,73.0,87.0,127.0,Capolavoro Universale,False,True,False,False,False
1932,69679794.5,74.0,70.0,75.0,Capolavoro Universale,False,False,True,False,False
2019,18317198.0,74.0,83.0,109.0,Capolavoro Universale,False,True,False,False,False
1931,112006296.0,78.0,91.0,70.0,Capolavoro Universale,False,True,False,False,False
2014,7482387.0,68.0,86.0,94.0,Gemma della Critica,False,False,True,False,False
1975,470700000.0,81.0,87.0,124.0,Capolavoro Universale,False,False,False,False,True
2018,334876670.0,75.0,82.0,90.0,Capolavoro Universale,False,True,False,False,False
1955,69679794.5,80.0,99.0,92.0,Capolavoro Universale,False,True,False,False,False
1979,184694992.0,85.0,89.0,117.0,Capolavoro Universale,False,False,True,False,False
2019,256091919.0,68.0,81.0,116.0,Gemma della Critica,False,False,True,False,False
1919,69679794.5,80.0,70.0,67.0,Capolavoro Universale,False,False,True,False,False
2017,252297405.0,77.0,85.0,104.0,Capolavoro Universale,False,False,True,False,False
1960,37226218.0,85.0,97.0,109.0,Capolavoro Universale,False,False,True,False,False
2013,12407491.0,56.0,66.0,90.0,Flop,False,True,False,False,False
2001,71523271.0,65.0,60.0,123.0,Flop,True,False,False,False,False
1968,69679794.5,65.0,70.0,105.0,Flop,True,False,False,False,False
2013,132493015.0,67.0,55.0,109.0,Flop,True,False,False,False,False
1996,457697994.0,79.0,70.0,50.0,Crowd Pleaser,False,True,False,False,False
2019,702376.0,61.0,57.0,99.0,Flop,False,False,False,False,True
2001,28906817.0,65.0,66.0,109.0,Flop,False,True,False,False,False
2021,103966489.0,71.0,57.0,119.0,Flop,False,False,False,False,True
2017,1236703796.0,66.0,56.0,136.0,Flop,False,False,False,False,True
2011,150422946.0,62.0,59.0,104.0,Flop,True,False,False,False,False
2009,212282709.0,70.0,70.0,140.0,Flop,False,True,False,False,False
2007,311744465.0,69.0,62.0,122.0,Flop,False,False,False,False,True
1996,36049108.0,68.0,70.0,123.0,Flop,False,False,False,False,True
1999,124304264.0,69.0,66.0,102.0,Flop,False,True,False,False,False
2019,69679794.5,64.0,61.0,125.0,Flop,False,False,False,False,True
2006,399387745.0,69.0,66.0,126.0,Flop,False,False,False,False,True
1978,69679794.5,36.0,70.0,97.0,Flop,False,False,False,True,False
2001,113542091.0,68.0,71.0,124.0,Flop,False,True,False,False,False
2003,176262839.0,72.0,70.0,99.0,Crowd Pleaser,True,False,False,False,False
1978,69679794.5,69.0,68.0,110.0,Flop,False,False,False,False,True
2000,83593107.0,83.0,55.0,102.0,Crowd Pleaser,True,False,False,False,False
1998,28356188.0,82.0,66.0,107.0,Crowd Pleaser,True,False,False,False,False
2018,830581.0,69.0,60.0,159.0,Flop,False,True,False,False,False
1970,5200000.0,76.0,50.0,144.0,Crowd Pleaser,True,False,False,False,False
1992,51433000.0,71.0,65.0,126.0,Flop,True,False,False,False,False
2008,66143005.0,72.0,69.0,111.0,Crowd Pleaser,False,True,False,False,False
2001,450728529.0,65.0,57.0,127.0,Flop,True,False,False,False,False
2015,518858449.0,73.0,64.0,117.0,Crowd Pleaser,False,False,False,True,False
2016,1055135598.0,78.0,65.0,133.0,Crowd Pleaser,False,False,False,True,False
1996,407488.0,69.0,66.0,91.0,Flop,True,False,False,False,False
1972,36734619.0,74.0,55.0,123.0,Capolavoro Universale,False,False,False,False,True
2006,185798265.0,76.0,76.0,129.0,Capolavoro Universale,False,True,False,False,False
1974,25000000.0,70.0,62.0,115.0,Gemma della Critica,True,False,False,False,False
1997,74727492.0,75.0,64.0,154.0,Capolavoro Universale,False,True,False,False,False
2000,10158355.0,73.0,79.0,89.0,Capolavoro Universale,False,True,False,False,False
2007,5555018.0,70.0,73.0,99.0,Gemma della Critica,False,True,False,False,False
1967,50700000.0,77.0,86.0,111.0,Capolavoro Universale,False,True,False,False,False
1995,34449356.0,85.0,77.0,106.0,Capolavoro Universale,False,True,False,False,False
2018,4535409.0,70.0,68.0,116.0,Gemma della Critica,False,True,False,False,False
1963,158926474.0,71.0,55.0,115.0,Gemma della Critica,True,False,False,False,False
1969,102310711.0,80.0,66.0,110.0,Capolavoro Universale,False,True,False,False,False
1964,7000000.0,70.0,70.0,120.0,Gemma della Critica,False,False,False,False,False
1969,509424.0,79.0,97.0,135.0,Capolavoro Universale,False,False,False,False,False
2020,1615171.0,64.0,78.0,104.0,Gemma della Critica,True,False,False,False,False
2018,75984700.0,69.0,84.0,129.0,Gemma della Critica,False,True,False,False,False
1955,69679794.5,81.0,97.0,118.0,Capolavoro Universale,False,False,False,False,True
1992,2990680.0,83.0,79.0,99.0,Capolavoro Universale,False,True,False,False,False
2001,69679794.5,79.0,80.0,114.0,Capolavoro Universale,False,False,False,False,True
2021,69679794.5,64.0,76.0,115.0,Gemma della Critica,False,True,False,False,False
2010,152566881.0,75.0,74.0,125.0,Capolavoro Universale,False,True,False,False,False
2017,49046121.0,70.0,78.0,118.0,Gemma della Critica,True,False,False,False,False
1998,77562568.0,70.0,85.0,123.0,Gemma della Critica,True,False,False,False,False
1981,4301338.0,74.0,78.0,123.0,Capolavoro Universale,False,True,False,False,False
1955,8752104.0,74.0,82.0,106.0,Capolavoro Universale,False,False,False,False,True
1973,159616327.0,83.0,83.0,129.0,Capolavoro Universale,True,False,False,False,False
1999,107752036.0,71.0,82.0,114.0,Gemma della Critica,True,False,False,False,False
1956,69679794.5,83.0,70.0,45.0,Capolavoro Universale,False,True,False,False,False
1975,46665856.0,80.0,86.0,125.0,Capolavoro Universale,False,True,False,False,False
2016,37566117.0,76.0,88.0,102.0,Capolavoro Universale,False,True,False,False,False
1950,69679794.5,78.0,85.0,112.0,Capolavoro Universale,False,True,False,False,False
1974,69679794.5,76.0,68.0,104.0,Capolavoro Universale,False,False,False,False,True
2002,51618420.0,57.0,61.0,104.0,Flop,False,True,False,False,False
1982,125053490.0,68.0,57.0,99.0,Flop,False,True,False,False,False
1993,32416586.0,78.0,55.0,101.0,Crowd Pleaser,False,True,False,False,False
2005,76665507.0,73.0,57.0,136.0,Crowd Pleaser,False,True,False,False,False
1975,30000000.0,31.0,14.0,98.0,Flop,False,False,False,True,False
2005,50071069.0,62.0,56.0,104.0,Flop,True,False,False,False,False
1979,69679794.5,73.0,61.0,119.0,Crowd Pleaser,False,True,False,False,False
2001,87683966.0,67.0,65.0,157.0,Flop,False,True,False,False,False
2009,305705794.0,76.0,53.0,129.0,Crowd Pleaser,False,True,False,False,False
2010,351774938.0,73.0,60.0,126.0,Crowd Pleaser,False,True,False,False,False
1996,75854588.0,64.0,60.0,135.0,Flop,True,False,False,False,False
2004,167791704.0,67.0,55.0,92.0,Flop,True,False,False,False,False
2019,69679794.5,62.0,53.0,90.0,Flop,False,True,False,False,False
2006,58501127.0,87.0,70.0,50.0,Crowd Pleaser,False,True,False,False,False
2007,145594548.0,63.0,64.0,93.0,Flop,True,False,False,False,False
2000,136771683.0,78.0,48.0,113.0,Crowd Pleaser,False,True,False,False,False
2006,69679794.5,66.0,66.0,108.0,Flop,True,False,False,False,False
1993,155008909.0,70.0,60.0,98.0,Flop,True,False,False,False,False
1992,90753806.0,68.0,65.0,115.0,Flop,True,False,False,False,False
2017,3243312.0,34.0,70.0,106.0,Flop,False,True,False,False,False
1993,22750363.0,75.0,71.0,114.0,Crowd Pleaser,False,True,False,False,False
1974,191558505.0,64.0,48.0,113.0,Flop,True,False,False,False,False
1998,22411948.0,69.0,64.0,136.0,Flop,False,True,False,False,False
2003,148715342.0,73.0,72.0,140.0,Crowd Pleaser,False,True,False,False,False
2006,156229050.0,71.0,63.0,102.0,Flop,False,True,False,False,False
2004,64474705.0,74.0,68.0,135.0,Crowd Pleaser,False,True,False,False,False
2009,124514011.0,73.0,74.0,134.0,Crowd Pleaser,False,True,False,False,False
1989,49793054.0,72.0,62.0,107.0,Crowd Pleaser,True,False,False,False,False
2011,7018603.0,68.0,64.0,92.0,Flop,True,False,False,False,False
2015,45707924.0,74.0,60.0,129.0,Crowd Pleaser,False,True,False,False,False
1979,19010710.0,69.0,80.0,119.0,Flop,True,False,False,False,False
1984,47951979.0,74.0,61.0,138.0,Crowd Pleaser,False,True,False,False,False
2005,18991288.0,78.0,68.0,127.0,Crowd Pleaser,False,True,False,False,False
2005,105021488.0,80.0,69.0,144.0,Crowd Pleaser,False,True,False,False,False
2002,80491516.0,80.0,70.0,43.0,Crowd Pleaser,False,True,False,False,False
1977,28000000.0,73.0,61.0,123.0,Crowd Pleaser,False,True,False,False,False
2014,67665.0,85.0,70.0,58.0,Capolavoro Universale,False,True,False,False,False
1996,273552592.0,73.0,77.0,139.0,Crowd Pleaser,True,False,False,False,False
2018,45285890.0,61.0,68.0,89.0,Flop,False,False,False,False,False
2013,97470701.0,75.0,62.0,128.0,Crowd Pleaser,False,True,False,False,False
1981,61910507.0,71.0,78.0,125.0,Flop,False,True,False,False,False
2002,69679794.5,67.0,66.0,112.0,Flop,True,False,False,False,False
2011,24215385.0,82.0,71.0,140.0,Crowd Pleaser,False,True,False,False,False
2016,45060480.0,73.0,54.0,106.0,Crowd Pleaser,True,False,False,False,False
2009,18889972.0,69.0,68.0,111.0,Flop,False,True,False,False,False
1989,64431625.0,75.0,57.0,107.0,Capolavoro Universale,False,True,False,False,False
1978,98800000.0,69.0,72.0,101.0,Gemma della Critica,True,False,False,False,False
2020,26524989.0,73.0,66.0,133.0,Crowd Pleaser,False,True,False,False,False
2020,6482891.0,69.0,68.0,113.0,Gemma della Critica,True,False,False,False,False
1986,52293000.0,70.0,77.0,119.0,Gemma della Critica,False,True,False,False,False
2003,15396525.0,80.0,82.0,106.0,Capolavoro Universale,False,False,False,False,False
2006,736762.0,54.0,53.0,115.0,Gemma della Critica,False,True,False,False,False
2004,231928227.0,81.0,86.0,132.0,Capolavoro Universale,False,True,False,False,False
1979,20000000.0,77.0,91.0,101.0,Capolavoro Universale,True,False,False,False,False
2013,98230839.0,81.0,74.0,123.0,Capolavoro Universale,False,True,False,False,False
2010,129262388.0,78.0,79.0,116.0,Capolavoro Universale,False,True,False,False,False
2014,19303058.0,70.0,81.0,134.0,Gemma della Critica,False,True,False,False,False
2018,213591522.0,71.0,66.0,130.0,Flop,False,True,False,False,False
1976,42349782.0,73.0,84.0,102.0,Capolavoro Universale,True,False,False,False,False
1961,7600000.0,80.0,90.0,134.0,Capolavoro Universale,False,True,False,False,False
1976,225000000.0,81.0,70.0,120.0,Capolavoro Universale,False,True,False,False,False
1980,23380513.0,82.0,89.0,129.0,Capolavoro Universale,False,True,False,False,False
1988,50888729.0,70.0,73.0,108.0,Gemma della Critica,True,False,False,False,False
2011,111300835.0,76.0,87.0,133.0,Capolavoro Universale,False,True,False,False,False
2018,28611090.0,81.0,83.0,100.0,Capolavoro Universale,False,False,False,False,False
2008,46634275.0,79.0,80.0,109.0,Capolavoro Universale,False,True,False,False,False
2017,53797409.0,75.0,77.0,119.0,Capolavoro Universale,True,False,False,False,False
2015,173567581.0,76.0,82.0,133.0,Capolavoro Universale,False,True,False,False,False
2019,69679794.5,81.0,81.0,152.0,Capolavoro Universale,False,True,False,False,False
2006,2580348.0,81.0,70.0,60.0,Crowd Pleaser,False,True,False,False,False
2009,22024849.0,61.0,48.0,104.0,Flop,False,False,True,False,False
1982,79114085.0,69.0,43.0,129.0,Flop,False,False,False,False,False
2008,129075270.0,65.0,57.0,104.0,Flop,False,False,False,False,False
1985,18400000.0,69.0,64.0,121.0,Flop,True,False,False,False,False
2009,64352607.0,68.0,65.0,123.0,Flop,True,False,False,False,False
1981,493214888.0,58.0,39.0,106.0,Flop,False,False,False,False,False
2020,69679794.5,61.0,49.0,110.0,Flop,True,False,False,False,False
2008,417341288.0,65.0,62.0,150.0,Flop,False,False,False,False,False
1999,207068340.0,73.0,70.0,45.0,Crowd Pleaser,False,True,False,False,False
2012,1014938545.0,78.0,58.0,169.0,Crowd Pleaser,False,False,False,False,False
1987,63749955.0,65.0,67.0,118.0,Flop,True,False,False,False,False
2005,128745578.0,66.0,59.0,97.0,Flop,True,False,False,False,False
2010,69679794.5,61.0,52.0,109.0,Flop,True,False,False,False,False
2016,69679794.5,67.0,57.0,127.0,Flop,False,True,False,False,False
2014,212550576.0,59.0,69.0,125.0,Flop,True,False,False,False,False
2003,95255485.0,68.0,64.0,113.0,Flop,False,False,False,False,False
1995,69679794.5,75.0,73.0,112.0,Crowd Pleaser,False,True,False,False,False
1982,40577001.0,71.0,66.0,93.0,Flop,False,False,False,False,False
2013,959358436.0,78.0,66.0,161.0,Crowd Pleaser,False,False,False,False,False
2009,99123656.0,67.0,71.0,101.0,Flop,False,True,False,False,False
1981,34200000.0,73.0,56.0,140.0,Crowd Pleaser,False,True,False,False,False
2005,69679794.5,69.0,75.0,143.0,Flop,False,False,False,False,False
2010,69679794.5,62.0,70.0,107.0,Flop,False,False,False,False,False
1981,6000000.0,66.0,68.0,109.0,Flop,False,False,False,False,False
1973,68535.0,78.0,76.0,114.0,Crowd Pleaser,False,True,False,False,False
2008,162839667.0,65.0,62.0,96.0,Flop,False,True,False,False,False
2019,798332900.0,67.0,58.0,123.0,Flop,False,False,False,False,False
2015,69679794.5,64.0,72.0,134.0,Flop,False,True,False,False,False
2010,69679794.5,77.0,65.0,146.0,Crowd Pleaser,False,False,False,False,False
2007,69679794.5,75.0,71.0,138.0,Crowd Pleaser,False,False,False,False,False
2001,69679794.5,76.0,65.0,152.0,Crowd Pleaser,False,False,False,False,False
2002,875454054.0,74.0,63.0,161.0,Crowd Pleaser,False,False,False,False,False
